unit_id,target_audience,grammar_focus,vocabulary_theme,total_words,word_urdu,word_roman,meaning_eng,grammatical_type,gender,root_origin,audio_slug,confusing_forms,sentence_urdu,sentence_roman,tokenized_sentence,distractors,translation
UNIT_21,Type B,Infinitives,Workplace,29,کھڑکی,khirki,window,Adverb,F,English,vocab_workplace_khirki_12.mp3,کھڑکیوں|کھڑکیا,میں کھڑکی استعمال کرتا ہوں۔,main khirki istemaal karta hoon.,میں:false|کھڑکی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use window.
UNIT_21,Type B,Infinitives,Workplace,29,پنکھا,pankha,fan,Noun,M,English,vocab_workplace_pankha_13.mp3,پنکھاوں|پنکھاا,میں پنکھا استعمال کرتا ہوں۔,main pankha istemaal karta hoon.,میں:false|پنکھا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use fan.
UNIT_21,Type B,Infinitives,Workplace,29,بتی,batti,light,Adverb,M,Persian,vocab_workplace_batti_14.mp3,بتیوں|بتیا,میں بتی استعمال کرتا ہوں۔,main batti istemaal karta hoon.,میں:false|بتی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use light.
UNIT_21,Type B,Infinitives,Workplace,29,گھڑی,gharhi,clock,Verb,M,Arabic,vocab_workplace_gharhi_15.mp3,گھڑیوں|گھڑیا,میں گھڑی استعمال کرتا ہوں۔,main gharhi istemaal karta hoon.,میں:false|گھڑی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use clock.
UNIT_21,Type B,Infinitives,Workplace,29,پانی,paani,water,Adverb,M,English,vocab_workplace_paani_16.mp3,پانیوں|پانیا,میں پانی استعمال کرتا ہوں۔,main paani istemaal karta hoon.,میں:false|پانی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use water.
UNIT_21,Type B,Infinitives,Workplace,29,جوتا,joota,shoe,Adjective,F,Arabic,vocab_workplace_joota_17.mp3,جوتاوں|جوتاا,میں جوتا استعمال کرتا ہوں۔,main joota istemaal karta hoon.,میں:false|جوتا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use shoe.
UNIT_21,Type B,Infinitives,Workplace,29,کپڑے,kapray,clothes,Adverb,F,Persian,vocab_workplace_kapray_18.mp3,کپڑےوں|کپڑےا,میں کپڑے استعمال کرتا ہوں۔,main kapray istemaal karta hoon.,میں:false|کپڑے:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use clothes.
UNIT_21,Type B,Infinitives,Workplace,29,بستر,bistar,bed,Noun,M,Hindi/Sanskrit,vocab_workplace_bistar_19.mp3,بستروں|بسترا,میں بستر استعمال کرتا ہوں۔,main bistar istemaal karta hoon.,میں:false|بستر:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use bed.
UNIT_21,Type B,Infinitives,Workplace,29,صابن,saabun,soap,Adjective,M,English,vocab_workplace_saabun_20.mp3,صابنوں|صابنا,میں صابن استعمال کرتا ہوں۔,main saabun istemaal karta hoon.,میں:false|صابن:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use soap.
UNIT_21,Type B,Infinitives,Workplace,29,کتاب,kitaab,book,Verb,F,English,vocab_workplace_kitaab_21.mp3,کتابوں|کتابا,میں کتاب استعمال کرتا ہوں۔,main kitaab istemaal karta hoon.,میں:false|کتاب:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use book.
UNIT_21,Type B,Infinitives,Workplace,29,کرسی,kursi,chair,Verb,M,Hindi/Sanskrit,vocab_workplace_kursi_22.mp3,کرسیوں|کرسیا,میں کرسی استعمال کرتا ہوں۔,main kursi istemaal karta hoon.,میں:false|کرسی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use chair.
UNIT_21,Type B,Infinitives,Workplace,29,میز,maiz,table,Adjective,F,Hindi/Sanskrit,vocab_workplace_maiz_23.mp3,میزوں|میزا,میں میز استعمال کرتا ہوں۔,main maiz istemaal karta hoon.,میں:false|میز:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use table.
UNIT_21,Type B,Infinitives,Workplace,29,قلم,qalam,pen,Verb,F,English,vocab_workplace_qalam_24.mp3,قلموں|قلما,میں قلم استعمال کرتا ہوں۔,main qalam istemaal karta hoon.,میں:false|قلم:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use pen.
UNIT_21,Type B,Infinitives,Workplace,29,کاغذ,kaaghaz,paper,Verb,M,English,vocab_workplace_kaaghaz_25.mp3,کاغذوں|کاغذا,میں کاغذ استعمال کرتا ہوں۔,main kaaghaz istemaal karta hoon.,میں:false|کاغذ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use paper.
UNIT_21,Type B,Infinitives,Workplace,29,بجلی,bijli,electricity,Adverb,F,English,vocab_workplace_bijli_26.mp3,بجلیوں|بجلیا,میں بجلی استعمال کرتا ہوں۔,main bijli istemaal karta hoon.,میں:false|بجلی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use electricity.
UNIT_21,Type B,Infinitives,Workplace,29,بیگ,bag,bag,Adjective,F,Persian,vocab_workplace_bag_27.mp3,بیگوں|بیگا,میں بیگ استعمال کرتا ہوں۔,main bag istemaal karta hoon.,میں:false|بیگ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use bag.
UNIT_21,Type B,Infinitives,Workplace,29,چابی,chaabi,key,Verb,M,Persian,vocab_workplace_chaabi_28.mp3,چابیوں|چابیا,میں چابی استعمال کرتا ہوں۔,main chaabi istemaal karta hoon.,میں:false|چابی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use key.
UNIT_21,Type B,Infinitives,Workplace,29,موبائل,mobile,mobile phone,Noun,M,English,vocab_workplace_mobile_29.mp3,موبائلوں|موبائلا,میں موبائل استعمال کرتا ہوں۔,main mobile istemaal karta hoon.,میں:false|موبائل:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use mobile phone.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کتاب,kitaab,book,Adjective,F,Arabic,vocab_communication_kitaab_01.mp3,کتابوں|کتابا,میں کتاب استعمال کرتا ہوں۔,main kitaab istemaal karta hoon.,میں:false|کتاب:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use book.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کرسی,kursi,chair,Adverb,F,Arabic,vocab_communication_kursi_02.mp3,کرسیوں|کرسیا,میں کرسی استعمال کرتا ہوں۔,main kursi istemaal karta hoon.,میں:false|کرسی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use chair.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,میز,maiz,table,Adjective,F,Persian,vocab_communication_maiz_03.mp3,میزوں|میزا,میں میز استعمال کرتا ہوں۔,main maiz istemaal karta hoon.,میں:false|میز:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use table.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,قلم,qalam,pen,Noun,M,Hindi/Sanskrit,vocab_communication_qalam_04.mp3,قلموں|قلما,میں قلم استعمال کرتا ہوں۔,main qalam istemaal karta hoon.,میں:false|قلم:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use pen.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کاغذ,kaaghaz,paper,Adjective,M,Persian,vocab_communication_kaaghaz_05.mp3,کاغذوں|کاغذا,میں کاغذ استعمال کرتا ہوں۔,main kaaghaz istemaal karta hoon.,میں:false|کاغذ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use paper.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,بجلی,bijli,electricity,Adverb,M,Hindi/Sanskrit,vocab_communication_bijli_06.mp3,بجلیوں|بجلیا,میں بجلی استعمال کرتا ہوں۔,main bijli istemaal karta hoon.,میں:false|بجلی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use electricity.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,بیگ,bag,bag,Adverb,M,Persian,vocab_communication_bag_07.mp3,بیگوں|بیگا,میں بیگ استعمال کرتا ہوں۔,main bag istemaal karta hoon.,میں:false|بیگ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use bag.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,چابی,chaabi,key,Adjective,M,Arabic,vocab_communication_chaabi_08.mp3,چابیوں|چابیا,میں چابی استعمال کرتا ہوں۔,main chaabi istemaal karta hoon.,میں:false|چابی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use key.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,موبائل,mobile,mobile phone,Verb,F,Arabic,vocab_communication_mobile_09.mp3,موبائلوں|موبائلا,میں موبائل استعمال کرتا ہوں۔,main mobile istemaal karta hoon.,میں:false|موبائل:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use mobile phone.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,گلاس,gilaas,glass,Verb,M,Arabic,vocab_communication_gilaas_10.mp3,گلاسوں|گلاسا,میں گلاس استعمال کرتا ہوں۔,main gilaas istemaal karta hoon.,میں:false|گلاس:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use glass.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,دروازہ,darwaaza,door,Noun,M,Persian,vocab_communication_darwaaza_11.mp3,دروازہوں|دروازہا,میں دروازہ استعمال کرتا ہوں۔,main darwaaza istemaal karta hoon.,میں:false|دروازہ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use door.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کھڑکی,khirki,window,Adjective,M,English,vocab_communication_khirki_12.mp3,کھڑکیوں|کھڑکیا,میں کھڑکی استعمال کرتا ہوں۔,main khirki istemaal karta hoon.,میں:false|کھڑکی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use window.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,پنکھا,pankha,fan,Adjective,M,Hindi/Sanskrit,vocab_communication_pankha_13.mp3,پنکھاوں|پنکھاا,میں پنکھا استعمال کرتا ہوں۔,main pankha istemaal karta hoon.,میں:false|پنکھا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use fan.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,بتی,batti,light,Noun,F,English,vocab_communication_batti_14.mp3,بتیوں|بتیا,میں بتی استعمال کرتا ہوں۔,main batti istemaal karta hoon.,میں:false|بتی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use light.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,گھڑی,gharhi,clock,Adverb,M,Hindi/Sanskrit,vocab_communication_gharhi_15.mp3,گھڑیوں|گھڑیا,میں گھڑی استعمال کرتا ہوں۔,main gharhi istemaal karta hoon.,میں:false|گھڑی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use clock.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,پانی,paani,water,Adjective,M,Arabic,vocab_communication_paani_16.mp3,پانیوں|پانیا,میں پانی استعمال کرتا ہوں۔,main paani istemaal karta hoon.,میں:false|پانی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use water.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,جوتا,joota,shoe,Verb,F,English,vocab_communication_joota_17.mp3,جوتاوں|جوتاا,میں جوتا استعمال کرتا ہوں۔,main joota istemaal karta hoon.,میں:false|جوتا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use shoe.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کپڑے,kapray,clothes,Adjective,F,Hindi/Sanskrit,vocab_communication_kapray_18.mp3,کپڑےوں|کپڑےا,میں کپڑے استعمال کرتا ہوں۔,main kapray istemaal karta hoon.,میں:false|کپڑے:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use clothes.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,بستر,bistar,bed,Noun,M,Persian,vocab_communication_bistar_19.mp3,بستروں|بسترا,میں بستر استعمال کرتا ہوں۔,main bistar istemaal karta hoon.,میں:false|بستر:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use bed.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,صابن,saabun,soap,Noun,M,English,vocab_communication_saabun_20.mp3,صابنوں|صابنا,میں صابن استعمال کرتا ہوں۔,main saabun istemaal karta hoon.,میں:false|صابن:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use soap.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کتاب,kitaab,book,Verb,F,Hindi/Sanskrit,vocab_communication_kitaab_21.mp3,کتابوں|کتابا,میں کتاب استعمال کرتا ہوں۔,main kitaab istemaal karta hoon.,میں:false|کتاب:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use book.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کرسی,kursi,chair,Adverb,M,Hindi/Sanskrit,vocab_communication_kursi_22.mp3,کرسیوں|کرسیا,میں کرسی استعمال کرتا ہوں۔,main kursi istemaal karta hoon.,میں:false|کرسی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use chair.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,میز,maiz,table,Noun,M,Hindi/Sanskrit,vocab_communication_maiz_23.mp3,میزوں|میزا,میں میز استعمال کرتا ہوں۔,main maiz istemaal karta hoon.,میں:false|میز:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use table.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,قلم,qalam,pen,Adjective,F,Persian,vocab_communication_qalam_24.mp3,قلموں|قلما,میں قلم استعمال کرتا ہوں۔,main qalam istemaal karta hoon.,میں:false|قلم:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use pen.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کاغذ,kaaghaz,paper,Adjective,F,Arabic,vocab_communication_kaaghaz_25.mp3,کاغذوں|کاغذا,میں کاغذ استعمال کرتا ہوں۔,main kaaghaz istemaal karta hoon.,میں:false|کاغذ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use paper.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,بجلی,bijli,electricity,Adverb,M,Hindi/Sanskrit,vocab_communication_bijli_26.mp3,بجلیوں|بجلیا,میں بجلی استعمال کرتا ہوں۔,main bijli istemaal karta hoon.,میں:false|بجلی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use electricity.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,بیگ,bag,bag,Adverb,M,Hindi/Sanskrit,vocab_communication_bag_27.mp3,بیگوں|بیگا,میں بیگ استعمال کرتا ہوں۔,main bag istemaal karta hoon.,میں:false|بیگ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use bag.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,چابی,chaabi,key,Verb,M,English,vocab_communication_chaabi_28.mp3,چابیوں|چابیا,میں چابی استعمال کرتا ہوں۔,main chaabi istemaal karta hoon.,میں:false|چابی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use key.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,موبائل,mobile,mobile phone,Noun,F,Persian,vocab_communication_mobile_29.mp3,موبائلوں|موبائلا,میں موبائل استعمال کرتا ہوں۔,main mobile istemaal karta hoon.,میں:false|موبائل:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use mobile phone.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,گلاس,gilaas,glass,Verb,F,Persian,vocab_communication_gilaas_30.mp3,گلاسوں|گلاسا,میں گلاس استعمال کرتا ہوں۔,main gilaas istemaal karta hoon.,میں:false|گلاس:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use glass.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,دروازہ,darwaaza,door,Adjective,F,Arabic,vocab_communication_darwaaza_31.mp3,دروازہوں|دروازہا,میں دروازہ استعمال کرتا ہوں۔,main darwaaza istemaal karta hoon.,میں:false|دروازہ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use door.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,کھڑکی,khirki,window,Adjective,M,Hindi/Sanskrit,vocab_communication_khirki_32.mp3,کھڑکیوں|کھڑکیا,میں کھڑکی استعمال کرتا ہوں۔,main khirki istemaal karta hoon.,میں:false|کھڑکی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use window.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,پنکھا,pankha,fan,Verb,M,Persian,vocab_communication_pankha_33.mp3,پنکھاوں|پنکھاا,میں پنکھا استعمال کرتا ہوں۔,main pankha istemaal karta hoon.,میں:false|پنکھا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use fan.
UNIT_22,Type B,Direct/Indirect Speech,Communication,34,بتی,batti,light,Adjective,F,English,vocab_communication_batti_34.mp3,بتیوں|بتیا,میں بتی استعمال کرتا ہوں۔,main batti istemaal karta hoon.,میں:false|بتی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use light.
UNIT_23,Type B,Possessives,Clothing,26,کتاب,kitaab,book,Adjective,M,English,vocab_clothing_kitaab_01.mp3,کتابوں|کتابا,میں کتاب استعمال کرتا ہوں۔,main kitaab istemaal karta hoon.,میں:false|کتاب:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use book.
UNIT_23,Type B,Possessives,Clothing,26,کرسی,kursi,chair,Adverb,M,English,vocab_clothing_kursi_02.mp3,کرسیوں|کرسیا,میں کرسی استعمال کرتا ہوں۔,main kursi istemaal karta hoon.,میں:false|کرسی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use chair.
UNIT_23,Type B,Possessives,Clothing,26,میز,maiz,table,Verb,F,Arabic,vocab_clothing_maiz_03.mp3,میزوں|میزا,میں میز استعمال کرتا ہوں۔,main maiz istemaal karta hoon.,میں:false|میز:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use table.
UNIT_23,Type B,Possessives,Clothing,26,قلم,qalam,pen,Adjective,F,Persian,vocab_clothing_qalam_04.mp3,قلموں|قلما,میں قلم استعمال کرتا ہوں۔,main qalam istemaal karta hoon.,میں:false|قلم:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use pen.
UNIT_23,Type B,Possessives,Clothing,26,کاغذ,kaaghaz,paper,Verb,F,Persian,vocab_clothing_kaaghaz_05.mp3,کاغذوں|کاغذا,میں کاغذ استعمال کرتا ہوں۔,main kaaghaz istemaal karta hoon.,میں:false|کاغذ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use paper.
UNIT_23,Type B,Possessives,Clothing,26,بجلی,bijli,electricity,Adjective,M,Arabic,vocab_clothing_bijli_06.mp3,بجلیوں|بجلیا,میں بجلی استعمال کرتا ہوں۔,main bijli istemaal karta hoon.,میں:false|بجلی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use electricity.
UNIT_23,Type B,Possessives,Clothing,26,بیگ,bag,bag,Noun,M,Arabic,vocab_clothing_bag_07.mp3,بیگوں|بیگا,میں بیگ استعمال کرتا ہوں۔,main bag istemaal karta hoon.,میں:false|بیگ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use bag.
UNIT_23,Type B,Possessives,Clothing,26,چابی,chaabi,key,Noun,F,English,vocab_clothing_chaabi_08.mp3,چابیوں|چابیا,میں چابی استعمال کرتا ہوں۔,main chaabi istemaal karta hoon.,میں:false|چابی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use key.
UNIT_23,Type B,Possessives,Clothing,26,موبائل,mobile,mobile phone,Noun,F,English,vocab_clothing_mobile_09.mp3,موبائلوں|موبائلا,میں موبائل استعمال کرتا ہوں۔,main mobile istemaal karta hoon.,میں:false|موبائل:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use mobile phone.
UNIT_23,Type B,Possessives,Clothing,26,گلاس,gilaas,glass,Noun,F,Hindi/Sanskrit,vocab_clothing_gilaas_10.mp3,گلاسوں|گلاسا,میں گلاس استعمال کرتا ہوں۔,main gilaas istemaal karta hoon.,میں:false|گلاس:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use glass.
UNIT_23,Type B,Possessives,Clothing,26,دروازہ,darwaaza,door,Adverb,F,English,vocab_clothing_darwaaza_11.mp3,دروازہوں|دروازہا,میں دروازہ استعمال کرتا ہوں۔,main darwaaza istemaal karta hoon.,میں:false|دروازہ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use door.
UNIT_23,Type B,Possessives,Clothing,26,کھڑکی,khirki,window,Adverb,F,Hindi/Sanskrit,vocab_clothing_khirki_12.mp3,کھڑکیوں|کھڑکیا,میں کھڑکی استعمال کرتا ہوں۔,main khirki istemaal karta hoon.,میں:false|کھڑکی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use window.
UNIT_23,Type B,Possessives,Clothing,26,پنکھا,pankha,fan,Adverb,M,Hindi/Sanskrit,vocab_clothing_pankha_13.mp3,پنکھاوں|پنکھاا,میں پنکھا استعمال کرتا ہوں۔,main pankha istemaal karta hoon.,میں:false|پنکھا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use fan.
UNIT_23,Type B,Possessives,Clothing,26,بتی,batti,light,Adjective,F,Hindi/Sanskrit,vocab_clothing_batti_14.mp3,بتیوں|بتیا,میں بتی استعمال کرتا ہوں۔,main batti istemaal karta hoon.,میں:false|بتی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use light.
UNIT_23,Type B,Possessives,Clothing,26,گھڑی,gharhi,clock,Noun,M,Hindi/Sanskrit,vocab_clothing_gharhi_15.mp3,گھڑیوں|گھڑیا,میں گھڑی استعمال کرتا ہوں۔,main gharhi istemaal karta hoon.,میں:false|گھڑی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use clock.
UNIT_23,Type B,Possessives,Clothing,26,پانی,paani,water,Noun,F,English,vocab_clothing_paani_16.mp3,پانیوں|پانیا,میں پانی استعمال کرتا ہوں۔,main paani istemaal karta hoon.,میں:false|پانی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use water.
UNIT_23,Type B,Possessives,Clothing,26,جوتا,joota,shoe,Adjective,M,Persian,vocab_clothing_joota_17.mp3,جوتاوں|جوتاا,میں جوتا استعمال کرتا ہوں۔,main joota istemaal karta hoon.,میں:false|جوتا:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use shoe.
UNIT_23,Type B,Possessives,Clothing,26,کپڑے,kapray,clothes,Adjective,M,Hindi/Sanskrit,vocab_clothing_kapray_18.mp3,کپڑےوں|کپڑےا,میں کپڑے استعمال کرتا ہوں۔,main kapray istemaal karta hoon.,میں:false|کپڑے:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use clothes.
UNIT_23,Type B,Possessives,Clothing,26,بستر,bistar,bed,Adjective,F,Hindi/Sanskrit,vocab_clothing_bistar_19.mp3,بستروں|بسترا,میں بستر استعمال کرتا ہوں۔,main bistar istemaal karta hoon.,میں:false|بستر:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use bed.
UNIT_23,Type B,Possessives,Clothing,26,صابن,saabun,soap,Verb,F,Arabic,vocab_clothing_saabun_20.mp3,صابنوں|صابنا,میں صابن استعمال کرتا ہوں۔,main saabun istemaal karta hoon.,میں:false|صابن:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use soap.
UNIT_23,Type B,Possessives,Clothing,26,کتاب,kitaab,book,Noun,F,Arabic,vocab_clothing_kitaab_21.mp3,کتابوں|کتابا,میں کتاب استعمال کرتا ہوں۔,main kitaab istemaal karta hoon.,میں:false|کتاب:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use book.
UNIT_23,Type B,Possessives,Clothing,26,کرسی,kursi,chair,Verb,F,English,vocab_clothing_kursi_22.mp3,کرسیوں|کرسیا,میں کرسی استعمال کرتا ہوں۔,main kursi istemaal karta hoon.,میں:false|کرسی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use chair.
UNIT_23,Type B,Possessives,Clothing,26,میز,maiz,table,Adjective,F,English,vocab_clothing_maiz_23.mp3,میزوں|میزا,میں میز استعمال کرتا ہوں۔,main maiz istemaal karta hoon.,میں:false|میز:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use table.
UNIT_23,Type B,Possessives,Clothing,26,قلم,qalam,pen,Adjective,M,Persian,vocab_clothing_qalam_24.mp3,قلموں|قلما,میں قلم استعمال کرتا ہوں۔,main qalam istemaal karta hoon.,میں:false|قلم:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use pen.
UNIT_23,Type B,Possessives,Clothing,26,کاغذ,kaaghaz,paper,Noun,M,English,vocab_clothing_kaaghaz_25.mp3,کاغذوں|کاغذا,میں کاغذ استعمال کرتا ہوں۔,main kaaghaz istemaal karta hoon.,میں:false|کاغذ:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use paper.
UNIT_23,Type B,Possessives,Clothing,26,بجلی,bijli,electricity,Verb,M,English,vocab_clothing_bijli_26.mp3,بجلیوں|بجلیا,میں بجلی استعمال کرتا ہوں۔,main bijli istemaal karta hoon.,میں:false|بجلی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use electricity.
UNIT_24,Type B,Conditional Sentences,Environment,31,کتاب,kitaab,book,Adjective,M,English,vocab_environment_kitaab_01.mp3,کتابوں|کتابا,میں کتاب استعمال کرتا ہوں۔,main kitaab istemaal karta hoon.,میں:false|کتاب:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use book.
UNIT_24,Type B,Conditional Sentences,Environment,31,کرسی,kursi,chair,Noun,F,Arabic,vocab_environment_kursi_02.mp3,کرسیوں|کرسیا,میں کرسی استعمال کرتا ہوں۔,main kursi istemaal karta hoon.,میں:false|کرسی:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use chair.
UNIT_24,Type B,Conditional Sentences,Environment,31,میز,maiz,table,Verb,M,Hindi/Sanskrit,vocab_environment_maiz_03.mp3,میزوں|میزا,میں میز استعمال کرتا ہوں۔,main maiz istemaal karta hoon.,میں:false|میز:true|استعمال:false|کرتا:false|ہوں۔:false,کتاب|کرسی|میز,I use table.
